DateTime,Open,High,Low,Close,LegVWAP,DeltaIntensity
2026-07-09 19:10:44,29891.10,29891.10,29858.00,29873.38,0.00,-2.00
2026-07-09 19:14:26,29882.24,29903.50,29873.00,29884.00,0.00,-2.00
2026-07-09 19:16:46,29883.12,29890.50,29862.50,29875.38,0.00,-2.00
2026-07-09 19:22:32,29879.25,29879.25,29834.00,29853.94,0.00,-3.00
2026-07-09 19:24:27,29866.59,29866.59,29822.25,29833.25,0.00,-2.00
2026-07-09 19:28:16,29849.92,29849.92,29820.75,29830.81,0.00,-2.00
2026-07-09 19:33:03,29840.37,29840.37,29807.75,29823.25,0.00,-2.00
2026-07-09 19:36:21,29831.81,29831.81,29804.25,29813.56,0.00,-2.00
2026-07-09 19:41:23,29822.69,29832.50,29811.25,29820.88,0.00,2.00
2026-07-09 19:44:24,29821.78,29833.25,29812.00,29821.56,0.00,2.00
2026-07-09 19:48:28,29821.67,29836.00,29808.00,29823.25,0.00,2.00
2026-07-09 19:54:45,29822.46,29850.00,29822.46,29842.25,0.00,4.00
2026-07-09 19:56:27,29832.36,29862.00,29832.36,29855.69,0.00,4.00
2026-07-09 19:57:52,29844.02,29870.75,29844.02,29858.88,0.00,4.00
2026-07-09 20:01:57,29851.45,29853.25,29826.50,29840.50,0.00,4.00
2026-07-09 20:05:49,29845.97,29845.97,29819.50,29829.94,0.00,3.00
2026-07-09 20:10:02,29837.96,29851.50,29817.50,29833.75,0.00,3.00
2026-07-09 20:14:16,29835.85,29865.75,29835.85,29848.19,0.00,2.00
2026-07-09 20:22:10,29842.02,29877.25,29842.02,29858.94,0.00,2.00
2026-07-09 20:28:22,29850.48,29887.75,29850.48,29869.06,0.00,2.00
2026-07-09 20:35:49,29859.77,29902.25,29859.77,29886.38,0.00,3.00
2026-07-09 20:39:22,29873.07,29903.50,29873.07,29897.38,0.00,3.00
2026-07-09 20:47:24,29885.22,29922.75,29885.22,29910.88,0.00,4.00
2026-07-09 20:52:22,29898.05,29915.00,29880.25,29897.62,0.00,2.00
2026-07-09 21:00:18,29897.84,29897.84,29865.25,29880.25,0.00,2.00
2026-07-09 21:05:03,29889.04,29901.25,29871.50,29885.06,0.00,2.00
2026-07-09 21:15:07,29887.05,29887.05,29860.00,29874.44,0.00,2.00
2026-07-09 21:20:34,29880.75,29884.75,29854.25,29874.69,29868.45,2.00
2026-07-09 21:26:59,29877.72,29896.25,29871.50,29885.62,29875.56,2.00
2026-07-09 21:32:23,29881.67,29913.75,29881.67,29902.69,29883.80,2.00
2026-07-09 21:41:16,29892.18,29928.50,29892.18,29918.25,29891.02,3.00
2026-07-09 21:47:34,29905.21,29947.25,29905.21,29934.88,29899.46,3.00
2026-07-09 21:52:00,29920.04,29949.00,29920.04,29945.75,29901.54,3.00
