DateTime,Open,High,Low,Close,Volume,BidVolume,AskVolume
2026-07-24 04:00:00,28623.50,28681.25,28612.00,28672.75,3526,1649,1877
2026-07-24 04:30:00,28674.75,28704.25,28663.25,28700.50,2917,1355,1562
2026-07-24 05:00:00,28700.25,28706.25,28654.25,28667.50,2895,1399,1496
2026-07-24 05:30:00,28668.25,28686.50,28633.25,28640.50,2640,1377,1263
2026-07-24 06:00:00,28640.00,28666.75,28632.00,28644.25,2913,1547,1366
2026-07-24 06:30:00,28641.00,28700.00,28601.50,28680.50,5815,2537,3278
2026-07-24 07:00:00,28678.50,28698.50,28624.25,28686.50,6663,3334,3329
2026-07-24 07:30:00,28686.00,28689.00,28587.25,28592.00,6180,3413,2767
2026-07-24 08:00:00,28591.25,28616.00,28538.00,28540.25,9788,5129,4659
2026-07-24 08:30:00,28540.00,28622.00,28313.50,28322.25,68278,34551,33727
2026-07-24 09:00:00,28323.00,28451.25,28299.00,28391.00,54120,26965,27155
2026-07-24 09:30:00,28391.75,28461.50,28254.50,28449.25,43750,21602,22148
2026-07-24 10:00:00,28449.00,28557.25,28355.00,28499.75,47529,23263,24266
